	col_val	source	views	registration	conversion
7つのステップで短編小説を書く方法		popup_title	21.0	0.0	0.0
8 चरणों में एक कविता कैसे लिखें (एक कविता संपादक से युक्तियों के साथ)		popup_title	42.0	0.0	0.0
9 Common Types of Fantasy Characters (With Examples)		popup_title	3647.0	0.0	0.0
9 Contemporary Women Writers You Should Know | bookly Discovery		popup_title	147.0	0.0	0.0
9 tipos comuns de personagens de fantasia (com exemplos)		popup_title	21.0	0.0	0.0
90+ أمثلة استعارة في الأدب تحتاج إلى معرفته		popup_title	21.0	0.0	0.0
A Day in the Life of a Book Reviewer | bookly Discovery		popup_title	21.0	0.0	0.0
A Freelancer's Brief Guide to the bookly Publishing Marketplace		popup_title	56.0	0.0	0.0
A Guide to Cozy Mysteries: 9 Books to Read by the Fire | bookly Discovery		popup_title	1624.0	0.0	0.0
BiblioBoard: Getting your ebook into libraries • The bookly Blog		popup_title	21.0	0.0	0.0
Book Cover Art Gallery: Get Inspired By These Designs		popup_title	448.0	0.0	0.0
Book Cover Critique with Micaela Alcaino		popup_title	21.0	0.0	0.0
Crime Book Title Generator • El último banco de 10,000 títulos		popup_title	21.0	0.0	0.0
Come sono stato notato su Wattpad (e vinto il Wattys)		popup_title	21.0	0.0	0.0
Comment faire traduire un livre en 6 étapes simples: le guide ultime		popup_title	21.0	0.0	0.0
Como criar um nome de personagem icônico em 12 etapas		popup_title	21.0	0.0	0.0
Como criar um perfil de personagem: o melhor guia (com modelo)		popup_title	21.0	0.0	0.0
Como escrever uma cena de luta: 5 etapas simples para lutas cheias de ação		popup_title	21.0	0.0	0.0
Cosmic Horror: 15 Chilling Titles to Start You Off | bookly Discovery		popup_title	1386.0	0.0	0.0
Create a Solid Chapter Outline • How to Write a Novel		popup_title	21.0	0.0	0.0
CreateSpace es MUERTO. Esto es lo que necesitas saber.		popup_title	21.0	0.0	0.0
Crime Book Title Generator • Die ultimative Bank mit 10.000 Titeln		popup_title	21.0	0.0	0.0
Crowdfunding: A Guide for Authors (Free Course) • bookly		popup_title	21.0	0.0	0.0
Come creare un profilo personaggio: la guida definitiva (con modello)		popup_title	21.0	0.0	0.0
Cum să scrii un roman folosind structura cu trei acte		popup_title	21.0	0.0	0.0
Cómo crear un perfil de personaje: la guía definitiva (con plantilla)		popup_title	21.0	0.0	0.0
Cómo escribir una historia corta en 7 pasos		popup_title	21.0	0.0	0.0
Cómo formatear un libro (de forma fácil y gratuita) • Formateo de libros electrónicos		popup_title	21.0	0.0	0.0
Cómo me notaron en Wattpad (y gané los Wattys)		popup_title	21.0	0.0	0.0
Dear Diary - A Weekly Writing Contest		popup_title	21.0	0.0	0.0
Deborah Mercer – bookly Prompts		popup_title	21.0	0.0	0.0
Denouement 101: Definition and Must-Know Tips (With Examples!)		popup_title	378.0	0.0	0.0
Deutscher Namensgenerator • Die ultimative Bank mit über 50.000 Namen		popup_title	42.0	0.0	0.0
Come ottenere recensioni di libri in 5 passaggi (aggiornamento 2020)		popup_title	21.0	0.0	0.0
Claire Reck – bookly Prompts		popup_title	21.0	0.0	0.0
Book Design in Self Publishing - Breaking New Ground		popup_title	21.0	0.0	0.0
Budite plaćeni za čitanje: 17 zakonitih web-lokacija koje plaćaju recenzenti | Otkriće bookly		popup_title	21.0	0.0	0.0
Book Design • The bookly Blog		popup_title	126.0	0.0	0.0
Book Designers or Book Design Templates?		popup_title	35.0	0.0	0.0
Book Marketing 101 for Authors (Free Course) • bookly		popup_title	182.0	0.0	0.0
Book Marketing • The bookly Blog		popup_title	133.0	0.0	0.0
Book Reviews and How to Get Them (Free Course) • bookly		popup_title	21.0	0.0	0.0
BookBub Ads for Authors (Free Course) • bookly		popup_title	35.0	0.0	0.0
BookTube頻道指南•100多種BookTuber的精選列表		popup_title	21.0	0.0	0.0
Bowen Whiteman – bookly Prompts		popup_title	21.0	0.0	0.0
Budgeting for Your Indie Novel		popup_title	21.0	0.0	0.0
Build your Author Street Team in 4 Simple Steps		popup_title	126.0	0.0	0.0
Choosing the Perfect Comparative Titles		popup_title	525.0	0.0	0.0
Building Characters • How to Craft a Killer Short Story		popup_title	70.0	0.0	0.0
Cara Membuat Profil Karakter: Panduan Utama (dengan Templat)		popup_title	21.0	0.0	0.0
Cara Mengakhiri Kisah yang Benar: 13 Hal yang Perlu Anda Ketahui		popup_title	21.0	0.0	0.0
Cara Menulis Cerita Horor: 7 Tips untuk Menulis Horor		popup_title	21.0	0.0	0.0
Cassie Rivers – bookly Prompts		popup_title	21.0	0.0	0.0
Chantel Chamonix – bookly Prompts		popup_title	21.0	0.0	0.0
Character Development Writing Exercises		popup_title	196.0	0.0	0.0
Childhood Meets Adulthood - A Weekly Writing Contest		popup_title	21.0	0.0	0.0
Chloe-ly Grimont – bookly Prompts		popup_title	21.0	0.0	0.0
50+ Cookbook Covers Guaranteed To Make Your Mouth Water		popup_title	35.0	0.0	0.0
50 Christmas Stories for the Holiday Season | bookly Discovery		popup_title	42.0	0.0	0.0
Mokslinės fantastikos knygų pavadinimų generatorius • Didžiausias 10 000 pavadinimų bankas		popup_title	21.0	0.0	0.0
50 Best Self-Help Books to Get You Living Your Best Life in 2020 | bookly Discovery		popup_title	56.0	0.0	0.0
12 סוגי דמויות המוצגות כמעט בכל הסיפורים		popup_title	21.0	0.0	0.0
12 أنواع من الشخصيات المميزة في جميع القصص تقريبًا		popup_title	21.0	0.0	0.0
12 सर्वश्रेष्ठ रोमन इतिहास की किताबें (आप में सीज़र के लिए) | रीडसी डिस्कवरी		popup_title	21.0	0.0	0.0
125 Best Children's Books of All Time | bookly Discovery		popup_title	1267.0	0.0	0.0
13 Kick-Ass-Tipps zum Schreiben von Fantasy Fiction		popup_title	21.0	0.0	0.0
13 Sfaturi Kick-Ass pentru a scrie ficțiune fantezie		popup_title	21.0	0.0	0.0
13 نصيحة ركلة الحمار لكتابة الخيال الخيالي		popup_title	21.0	0.0	0.0
130 Stephen King Short Stories: Every Collection in Order | bookly Discovery		popup_title	1498.0	0.0	0.0
14 Unexpected Day Jobs of Bestselling Authors		popup_title	21.0	0.0	0.0
14 popularnych tropów fantasy (i jak je ożywić)		popup_title	21.0	0.0	0.0
14 مجازفة خيالية شائعة (وكيفية تنشيطها)		popup_title	21.0	0.0	0.0
150+ полезных причуд для персонажей (плюс несколько клише, которых следует избегать)		popup_title	21.0	0.0	0.0
16 Aplikasi Penulisan Terbaik untuk Meningkatkan Kemampuan Menulis Anda pada tahun 2020		popup_title	21.0	0.0	0.0
17 Beispiele für Buchbesprechungen, die Ihnen beim Schreiben der perfekten Rezension helfen | bookly Entdeckung		popup_title	42.0	0.0	0.0
17 Contoh Tinjauan Buku untuk Membantu Anda Menulis Tinjauan Sempurna | Penemuan bookly		popup_title	21.0	0.0	0.0
17 Príklady recenzií kníh, ktoré vám pomôžu napísať perfektnú recenziu bookly Discovery		popup_title	21.0	0.0	0.0
17 Recenzja książek Przykłady pomocne w napisaniu doskonałej recenzji | bookly Discovery		popup_title	21.0	0.0	0.0
17 Shembuj të Rishikimit të Librit për t'ju ndihmuar të shkruani rishikimin perfekt | Zbulimi i bookly		popup_title	21.0	0.0	0.0
17 Ví dụ đánh giá sách để giúp bạn viết đánh giá hoàn hảo | Khám phá lau sậy		popup_title	21.0	0.0	0.0
17 ejemplos de reseñas de libros para ayudarlo a escribir la reseña perfecta | bookly Discovery		popup_title	56.0	0.0	0.0
17 Παραδείγματα κριτικής βιβλίου για να σας βοηθήσουν να γράψετε την τέλεια κριτική | bookly Ανακάλυψη		popup_title	21.0	0.0	0.0
12 типов персонажей, представленных почти во всех историях		popup_title	42.0	0.0	0.0
12 tipos de personajes destacados en casi todas las historias		popup_title	21.0	0.0	0.0
12 soorten personages in bijna alle verhalen		popup_title	21.0	0.0	0.0
11 historias cortas interesantes que podrían cambiar tu forma de pensar | bookly Discovery		popup_title	21.0	0.0	0.0
10 Fantastic World War II Books by Female Authors | bookly Discovery		popup_title	147.0	0.0	0.0
10 Surprising Ways Writers Can Supplement Their Writing Income		popup_title	21.0	0.0	0.0
10 Writer's Block Memes to Keep Your Book Afloat		popup_title	217.0	0.0	0.0
100 Best Adventure Books of All Time | bookly Discovery		popup_title	7000.0	0.0	0.0
100 Best Fantasy Series Ever | bookly Discovery		popup_title	11116.0	0.0	0.0
100 Best Horror Books of All Time | bookly Discovery		popup_title	3283.0	0.0	0.0
100+ Best Sci-Fi Books to Take You to Infinity and Beyond | bookly Discovery		popup_title	5733.0	0.0	0.0
11 MEJORES libros de Ernest Hemingway en orden cronológico | bookly Discovery		popup_title	21.0	0.0	0.0
11 beliebte romanische Tropen - und wie man sie wieder neu macht		popup_title	21.0	0.0	0.0
11 najlepszych książek Ernesta Hemingwaya w porządku chronologicznym | bookly Discovery		popup_title	21.0	0.0	0.0
12 rodzajów postaci w prawie wszystkich opowieściach		popup_title	21.0	0.0	0.0
11 ενδιαφέρουσες ιστορίες που θα μπορούσαν να αλλάξουν τον τρόπο που σκέφτεστε | bookly Ανακάλυψη		popup_title	21.0	0.0	0.0
11 интересных рассказов, которые могут изменить ваш образ мышления | bookly Discovery		popup_title	21.0	0.0	0.0
11 दिलचस्प छोटी कहानियां जो आपके सोचने के तरीके को बदल सकती हैं रीडसी डिस्कवरी		popup_title	21.0	0.0	0.0
12 Adımda İkonik Bir Karakter İsmiyle Gelme		popup_title	21.0	0.0	0.0
12 Book Marketing Mistakes Every Author Needs to Ban in 2020		popup_title	196.0	0.0	0.0
12 Crucial Tips for Success as a Freelance Editor		popup_title	77.0	0.0	0.0
12 Jenis Karakter Ditampilkan di Hampir Semua Cerita		popup_title	70.0	0.0	0.0
12 Types of Travel Writing Every Writer Should Know		popup_title	2079.0	0.0	0.0
12 loại nhân vật nổi bật trong hầu hết các câu chuyện		popup_title	21.0	0.0	0.0
17 Примери за преглед на книги, които ще ви помогнат да напишете перфектния преглед | Откритие на Рийдс		popup_title	21.0	0.0	0.0
17本书评论示例，可帮助您撰写完美的评论 芦苇发现		popup_title	21.0	0.0	0.0
20 Addictive Urban Fantasy Books | bookly Discovery		popup_title	3269.0	0.0	0.0
4 ലളിതമായ ഘട്ടങ്ങളിൽ അവിശ്വസനീയമായ സംഗ്രഹം എങ്ങനെ എഴുതാം		popup_title	21.0	0.0	0.0
30 جهاز بلاغي - وكيفية استخدامها		popup_title	21.0	0.0	0.0
30+ Best Young Adult Romance Books That You Can't Miss Out On | bookly Discovery		popup_title	6405.0	0.0	0.0
30+ Writing Podcasts You Should Be Listening To		popup_title	105.0	0.0	0.0
30种修辞工具—以及如何使用它们		popup_title	42.0	0.0	0.0
33 Best Vampires Books to Sink Your Teeth Into | bookly Discovery		popup_title	5285.0	0.0	0.0
33 mejores libros de vampiros para hundir tus dientes | bookly Discovery		popup_title	21.0	0.0	0.0
4 Things That Surprised me About Self-Publishing an Academic Book		popup_title	56.0	0.0	0.0
4 Things to Know Before You Write a Picture Book (Webinar)		popup_title	35.0	0.0	0.0
4 Tips to Market Children's Books, According to a Bestselling Author		popup_title	581.0	0.0	0.0
40+ Paranormal Romance Books with Bite | bookly Discovery		popup_title	3066.0	0.0	0.0
30 dispositivos retóricos - y cómo usarlos		popup_title	21.0	0.0	0.0
40+ Stupendous Sea Monsters (in Stories You’ll Want to Dive Into) | bookly Discovery		popup_title	560.0	0.0	0.0
45+ of the Best Audiobooks for Road Trips in 2019 | bookly Discovery		popup_title	3647.0	0.0	0.0
45+ الأجهزة والمصطلحات الأدبية يجب أن يعرف كل كاتب		popup_title	21.0	0.0	0.0
5 Common Mistakes of Writing Mystery [Video] • bookly		popup_title	161.0	0.0	0.0
5 Common Traits of Successful Young Adult Novels (Webinar)		popup_title	70.0	0.0	0.0
5 Places to Find Children’s Book Illustrator Jobs		popup_title	1155.0	0.0	0.0
5 Reasons Why Selling to Libraries is a Top Priority		popup_title	168.0	0.0	0.0
5 Simple Marketing Strategies for First-Time Authors		popup_title	21.0	0.0	0.0
5 Things I Learned About Writing from Grammarly		popup_title	91.0	0.0	0.0
30 mitycznych stworzeń (i jak je znaleźć) 🐉 | bookly Discovery		popup_title	21.0	0.0	0.0
30 Rhetorische Geräte - und wie man sie benutzt		popup_title	21.0	0.0	0.0
20 Amazing Dragon Books for Fantasy Fans | bookly Discovery		popup_title	2037.0	0.0	0.0
2020'nin En İyi Yazma Araçları: Yazarlar İçin Bir Kılavuz		popup_title	21.0	0.0	0.0
20 Expert-Tested Writing Strategies in 2020 That You Have to Try		popup_title	112.0	0.0	0.0
20 Simple and Powerful Tips for Successful Freelancing • bookly		popup_title	105.0	0.0	0.0
20 editores de libros más grandes en 2020 que todo autor debe saber		popup_title	21.0	0.0	0.0
20 nhà xuất bản sách lớn nhất năm 2020 mà mọi tác giả nên biết		popup_title	21.0	0.0	0.0
2020 Yılında Her Yazarın Bilmesi Gereken 20 Büyük Kitap Yayıncısı		popup_title	42.0	0.0	0.0
2020 में 20 सबसे बड़े बुक पब्लिशर्स जिन्हें हर लेखक को जानना चाहिए		popup_title	21.0	0.0	0.0
2020 में 20 सबसे बड़े बुक पब्लिशर्स जो हर लेखक को जानना चाहिए		popup_title	21.0	0.0	0.0
2020 এ 20 বৃহত্তম বই প্রকাশক যা প্রত্যেক লেখকের জানা উচিত		popup_title	21.0	0.0	0.0
2020'de Yazma Yarışmalarının Nihai Listesi • Nakit Ödüller Kazanın!		popup_title	21.0	0.0	0.0
2020年のベスト小説ライティングソフトウェア（+ 4つの無料のライティングプログラム）		popup_title	21.0	0.0	0.0
30 Mythical Creatures (and Where to Find Them) 🐉 | bookly Discovery		popup_title	17717.0	0.0	0.0
21 of the Best Places to Get FREE Kindle Books | bookly Discovery		popup_title	210.0	0.0	0.0
22 Dr. Seuss Books That You Should Read At Least Once | bookly Discovery		popup_title	1085.0	0.0	0.0
23 Psychological Thrillers That Will Mess With Your Head | bookly Discovery		popup_title	2023.0	0.0	0.0
25 histórias de ficção em flash que valem (uma pequena quantidade) do seu tempo | bookly Discovery		popup_title	21.0	0.0	0.0
25 सर्वश्रेष्ठ रोमांस लेखक और उनके सबसे अच्छे जवाब | रीडसी डिस्कवरी		popup_title	21.0	0.0	0.0
25+ Grimdark Books to Tide You Over Until Winds of Winter | bookly Discovery		popup_title	1232.0	0.0	0.0
25+ TERRIFIC Repetition Examples in Literature		popup_title	3318.0	0.0	0.0
250+ других слов для «Сказал», чтобы улучшить ваш диалог		popup_title	21.0	0.0	0.0
30 Fabelwesen (und wo man sie findet) 🐉 | bookly Entdeckung		popup_title	21.0	0.0	0.0
Dialogue Writing Exercises		popup_title	210.0	0.0	0.0
Diana Tisan – bookly Prompts		popup_title	21.0	0.0	0.0
Die 10 besten Agatha Christie Bücher, die jeder lesen sollte | bookly Entdeckung		popup_title	21.0	0.0	0.0
Dil Adı Jeneratörü • 100.000+ İsmin ULTIMATE Bankası		popup_title	21.0	0.0	0.0
How to Monotask Your Way to Writing Productivity		popup_title	35.0	0.0	0.0
How to Perfect Your Manuscript Submission: Tips from a Publisher		popup_title	525.0	0.0	0.0
How to Prepare for NaNoWriMo: Shaelin's Top Tips		popup_title	21.0	0.0	0.0
How to Promote Your Book: 25 Hacks for Authors		popup_title	364.0	0.0	0.0
How to Publish Poetry: 4 Ways to Get Your Work in Front of Readers		popup_title	161.0	0.0	0.0
How to Publish Your Picture Book (Free Course) • bookly		popup_title	42.0	0.0	0.0
How to Publish a Book in 2020: A 10-Step Guide for New Authors - https://blog.bookly.com/how-to-publish-a-book/		popup_title	21.0	0.0	0.0
How to Publish a Short Story: 6 Steps to Perfect Your Submission		popup_title	343.0	0.0	0.0
How to Publish an Ebook: A 9-Step Guide for Success		popup_title	112.0	0.0	0.0
How to Publish on Google Play Books in 2020		popup_title	182.0	0.0	0.0
How to Refine the 'Voice' of Your Book		popup_title	35.0	0.0	0.0
How to Revise Your Novel (and Have Fun Doing It)		popup_title	21.0	0.0	0.0
How to Self-Edit Like a Pro (Free Course) • bookly		popup_title	126.0	0.0	0.0
How to Self-Publish a Graphic Novel		popup_title	434.0	0.0	0.0
How to Set Up Your Amazon Author Central Page in 3 Steps		popup_title	273.0	0.0	0.0
How to Set Up and Grow Your Mailing List (Free Course) • bookly		popup_title	56.0	0.0	0.0
